,links,usuario,fecha,retweet,texto,comentarios,retweets,likes,quotes,hora,cuenta,autor
3065,https://twitter.com/JMilei/status/1753272269235683727#m,Javier Milei,2024-02-02,False,fenomeno barrial...!!!,1191,1753,17930,129, 4:20 AM UTC,JMilei,Javier Milei
3066,https://twitter.com/JMilei/status/1753118283031797909#m,Javier Milei,2024-02-01,False,"oid mortales el grito sagrado libertad, libertad, libertad https://www.instagram.com/p/c20hp9bap18/?igsh=ogowedrhamoxnxrp",1079,676,3223,181, 6:09 PM UTC,JMilei,Javier Milei
3067,https://twitter.com/JMilei/status/1753115772753178979#m,Javier Milei,2024-02-01,False,en mayo...!!!,423,600,11301,41, 5:59 PM UTC,JMilei,Javier Milei
3068,https://twitter.com/JMilei/status/1752749979976778041#m,Javier Milei,2024-01-31,False,"acabo de tener un conference call con @seanrad , fundador de tinder, y nos hemos puesto de acuerdo en hacer una reunion en buenos aires con otros grandes emprendedores del mundo tecnologico...!!! viva la libertad carajo",5259,5116,44667,4105, 5:45 PM UTC,JMilei,Javier Milei
3069,https://twitter.com/JMilei/status/1752680944438239594#m,Javier Milei,2024-01-31,False,isabel diaz ayuso elogia fuerte a lacalle pou y a javier milei https://www.elobservador.com.uy/nota/isabel-diaz-ayuso-javier-milei-es-el-politico-de-moda-en-europa--202413142512,794,1197,7214,62, 1:11 PM UTC,JMilei,Javier Milei
3070,https://twitter.com/JMilei/status/1752109632351293849#m,Javier Milei,2024-01-29,False,viva la libertad carajo https://www.instagram.com/p/c2s85j3aple/?igsh=dtjibg53mzq0axfn,157,90,605,1, 11:21 PM UTC,JMilei,Javier Milei
3071,https://twitter.com/JMilei/status/1752108439814205470#m,Javier Milei,2024-01-29,False,la bala de plata para el futuro de argentina https://panampost.com/editor/2024/01/28/la-bala-de-plata-para-el-futuro-de-argentina/,1022,1335,8225,73, 11:16 PM UTC,JMilei,Javier Milei
3072,https://twitter.com/JMilei/status/1752066657013703026#m,Javier Milei,2024-01-29,False,susana gimenez volvera a la television con una entrevista a javier milei - infobae https://www.infobae.com/teleshow/2024/01/29/susana-gimenez-volvera-a-la-television-con-una-entrevista-a-javier-milei/,1440,2225,15724,155, 8:30 PM UTC,JMilei,Javier Milei
3073,https://twitter.com/JMilei/status/1751643869366644939#m,Javier Milei,2024-01-28,False,ajuste y ancla fiscal - infobae https://www.infobae.com/opinion/2024/01/28/finde-ajuste-y-ancla-fiscal/,807,929,5763,46, 4:30 PM UTC,JMilei,Javier Milei
3074,https://twitter.com/JMilei/status/1751563918856618126#m,Javier Milei,2024-01-28,False,fenomeno barrial,1137,2185,15527,104, 11:12 AM UTC,JMilei,Javier Milei
3075,https://twitter.com/JMilei/status/1751487651209764904#m,Javier Milei,2024-01-28,False,"""there is no plan b,"" argentine president javier milei tells the wall street journal as his moves to privatize state companies and slash government jobs and spending spur inflation and protests https://www.wsj.com/world/americas/argentinas-president-promised-a-free-market-revolution-and-says-hes-delivering-d9ff0eca?reflink=share_mobilewebshare",111,208,1151,25, 6:09 AM UTC,JMilei,Javier Milei
3076,https://twitter.com/JMilei/status/1751424482588143914#m,Javier Milei,2024-01-28,False,"mientras tanto, los miopes locales (ya sea por un tema de su ideologia o por su miseria humana) no la ven... viva la libertad carajo",5014,7319,41678,608, 1:58 AM UTC,JMilei,Javier Milei
3077,https://twitter.com/JMilei/status/1751422855214965035#m,Javier Milei,2024-01-28,False,viva la libertad carajo https://www.instagram.com/p/c2oepc4ajzt/?igsh=zwlwbtzvng5zzjjz,65,81,717,1, 1:52 AM UTC,JMilei,Javier Milei
3078,https://twitter.com/JMilei/status/1751390613482717685#m,Javier Milei,2024-01-27,False,.@jhs_oficial muchas gracias gran profesor por dedicar una de sus clases magistrales al analisis de lo que fue mi discurso en el wef de davos. viva la libertad carajo https://piped.video/fzdgezxbmp8?si=mtdfx5djpewkp1fy,473,1573,7548,49, 11:43 PM UTC,JMilei,Javier Milei
3079,https://twitter.com/JMilei/status/1751369463398596617#m,Javier Milei,2024-01-27,False,"el billonario que trabajo con robertson y soros, se entusiasmo con la argentina y ya invirtio en los bopreal https://www.lanacion.com.ar/economia/el-billonario-estadounidense-que-trabajo-con-robertson-y-soros-se-entusiasmo-con-la-argentina-y-ya-nid27012024/ via @lanacion",536,916,4877,40, 10:19 PM UTC,JMilei,Javier Milei
3080,https://twitter.com/JMilei/status/1751338407580631357#m,Javier Milei,2024-01-27,False,"un profesor espanol propuso a javier milei para el premio nobel de economia: ""ha inmolado su vida"" - infobae https://www.infobae.com/economia/2024/01/27/ha-inmolado-su-vida-un-profesor-espanol-propuso-a-javier-milei-para-el-premio-nobel-de-economia/",1807,3256,16027,294, 8:16 PM UTC,JMilei,Javier Milei
3081,https://twitter.com/JMilei/status/1751250461280100393#m,Javier Milei,2024-01-27,False,argentina y el sueno americano - infobae https://www.infobae.com/opinion/2024/01/27/argentina-y-el-sueno-americano/,782,1045,6628,64, 2:27 PM UTC,JMilei,Javier Milei
3082,https://twitter.com/JMilei/status/1751220352435290556#m,Javier Milei,2024-01-27,False,"un experto de wall street elogio a milei: ""tomo medidas para evitar la explosion inflacionaria y el default"" - infobae https://www.infobae.com/economia/2024/01/27/un-experto-de-wall-street-elogio-a-milei-tomo-medidas-para-evitar-la-explosion-inflacionaria-y-el-default/",1021,2492,10703,102, 12:27 PM UTC,JMilei,Javier Milei
3083,https://twitter.com/JMilei/status/1751218053478490367#m,Javier Milei,2024-01-27,False,muchas gracias profesor jesus huerta de soto...!!! viva la libertad carajo cc: @jhs_oficial @philippbagus https://www.instagram.com/reel/c2mmw2ogelh/?igsh=mxv3mhzzotnjcghhca==,95,256,1263,10, 12:18 PM UTC,JMilei,Javier Milei
3084,https://twitter.com/JMilei/status/1750985371213599006#m,Javier Milei,2024-01-26,False,.@patriciajaniot muchas gracias por la entrevista que me has hecho...!!! https://piped.video/tue4caqlrse?si=gzvc9jg6ehdpl3rw,1116,2381,10665,90, 8:53 PM UTC,JMilei,Javier Milei
3085,https://twitter.com/JMilei/status/1750977816232153289#m,Javier Milei,2024-01-26,False,.@nikgaturro brillante,1886,8215,38029,274, 8:23 PM UTC,JMilei,Javier Milei
3086,https://twitter.com/JMilei/status/1750919956177223697#m,Javier Milei,2024-01-26,False,una ayudita para los que no la ven...,3069,5870,33620,228, 4:33 PM UTC,JMilei,Javier Milei
3087,https://twitter.com/JMilei/status/1750661324416114787#m,Javier Milei,2024-01-25,False,.@philippbagus muchas gracias por tu articulo sobre mi ponencia en davos. viva la libertad carajo,998,1892,11619,65, 11:26 PM UTC,JMilei,Javier Milei
3088,https://twitter.com/JMilei/status/1750311645279093082#m,Javier Milei,2024-01-25,False,nunca fue tan clara la eleccion. hacemos los cambios o seguimos presos de estos extorsionadores.,4965,13437,72319,582, 12:16 AM UTC,JMilei,Javier Milei
3089,https://twitter.com/JMilei/status/1750200609792225439#m,Javier Milei,2024-01-24,False,parece que no sabes leer siquiera los componentes del grafico... anda a leerlo de nuevo y volve...,370,645,6822,77, 4:55 PM UTC,JMilei,Javier Milei
3090,https://twitter.com/JMilei/status/1750193930065322174#m,Javier Milei,2024-01-24,False,ya llegara el momento en que la vean. muchas gracias @rcas1 por el grafico.,2501,4797,30196,236, 4:28 PM UTC,JMilei,Javier Milei
3091,https://twitter.com/JMilei/status/1750184339931861277#m,Javier Milei,2024-01-24,False,https://mises.org/power-market/javier-milei-and-battle-davos,335,724,4549,36, 3:50 PM UTC,JMilei,Javier Milei
3092,https://twitter.com/JMilei/status/1749794759130898520#m,Javier Milei,2024-01-23,False,exclusiva: nubank reconsideraria volver a argentina de mejorar ambiente macroeconomico https://www.bloomberglinea.com/latinoamerica/argentina/exclusiva-volveria-nubank-a-argentina-esto-dijo-su-cofundadora-cristina-junqueira/?utm_source=twitter&utm_medium=organic&utm_campaign=post&utm_id=cta,1217,2115,14545,82, 2:02 PM UTC,JMilei,Javier Milei
3093,https://twitter.com/JMilei/status/1749497733386305606#m,Javier Milei,2024-01-22,False,"umma tenia 9 anos y fue asesinada cobardemente. envio mis mas sinceras condolencias a sus papas, maria eugenia y eduardo, ambos efectivos de nuestra policia federal. cuentan con mi apoyo y el de todo el gobierno nacional. los delincuentes creen que siguen viviendo en la argentina de la impunidad pero se equivocan. los vamos a encontrar y vamos a hacer que paguen por la vida que se llevaron y por la familia que destruyeron.",7213,21272,134122,1159, 6:22 PM UTC,JMilei,Javier Milei
3094,https://twitter.com/JMilei/status/1749371819046355047#m,Javier Milei,2024-01-22,False,fenomeno barrial...,760,2173,14825,54, 10:01 AM UTC,JMilei,Javier Milei
3095,https://twitter.com/JMilei/status/1749100027689967652#m,Javier Milei,2024-01-21,False,https://m.calcalist.co.il/article.aspx?guid=r10sd3rft&utm_source=m.calcalist.co.il&utm_medium=share&utm_term=r10sd3rft&utm_campaign=twitter,412,394,3168,37, 4:01 PM UTC,JMilei,Javier Milei
3096,https://twitter.com/JMilei/status/1749093822397657334#m,Javier Milei,2024-01-21,False,ecos de davos: ?cuando van a dejar de subestimar a milei? https://www.elobservador.com.uy/nota/ecos-de-davos-cuando-van-a-dejar-de-subestimar-a-milei--202412171214,1345,2028,11512,99, 3:37 PM UTC,JMilei,Javier Milei
3097,https://twitter.com/JMilei/status/1749039268360524217#m,Javier Milei,2024-01-21,False,de milei a solzhenitsyn: dos discursos para la historia https://gaceta.es/mundo/de-milei-a-solzhenitsyn-dos-discursos-para-la-historia-20240121-0933/ via @gaceta_es,340,882,4504,23, 12:00 PM UTC,JMilei,Javier Milei
3098,https://twitter.com/JMilei/status/1748930007966085303#m,Javier Milei,2024-01-21,False,algunos deberian tomar nota...,1045,2483,14375,76, 4:46 AM UTC,JMilei,Javier Milei
3099,https://twitter.com/JMilei/status/1748861565225341196#m,Javier Milei,2024-01-21,False,america decides to cancel election and just draft that argentinian guy for president https://babylonbee.com/news/america-decides-to-cancel-election-and-just-draft-that-argentinian-guy-for-president via @thebabylonbee,1351,3216,32217,424, 12:14 AM UTC,JMilei,Javier Milei
3100,https://twitter.com/JMilei/status/1748798139320979888#m,Javier Milei,2024-01-20,False,viva la libertad carajo https://www.instagram.com/reel/c2va7m7ggrc/?igsh=mwnzzgs1dmlhag5ynw==,97,105,765,6, 8:02 PM UTC,JMilei,Javier Milei
3101,https://twitter.com/JMilei/status/1748705442899914870#m,Javier Milei,2024-01-20,False,"javier milei, king of the free world https://voz.us/javier-milei-king-of-the-free-world/?lang=en",527,1400,9868,103, 1:54 PM UTC,JMilei,Javier Milei
3102,https://twitter.com/JMilei/status/1748704959749595179#m,Javier Milei,2024-01-20,False,"pero aca muchos no la ven... javier milei, el rey del mundo libre https://voz.us/javier-milei-el-rey-del-mundo-libre/",2149,2635,16037,299, 1:52 PM UTC,JMilei,Javier Milei
3103,https://twitter.com/JMilei/status/1748703746723328304#m,Javier Milei,2024-01-20,False,"javier milei, el rey del mundo libre https://voz.us/javier-milei-el-rey-del-mundo-libre/",794,1522,8727,106, 1:47 PM UTC,JMilei,Javier Milei
3104,https://twitter.com/JMilei/status/1748667254789578864#m,Javier Milei,2024-01-20,False,el banco mas grande de eeuu elogio las medidas adoptadas por milei y aseguro que el pais ya genera interes en los inversores - infobae https://www.infobae.com/economia/2024/01/20/el-banco-mas-grande-de-eeuu-elogio-las-medidas-adoptadas-por-milei-y-aseguro-que-el-pais-ya-genera-interes-en-los-inversores/,1364,5352,25027,243, 11:22 AM UTC,JMilei,Javier Milei
3105,https://twitter.com/JMilei/status/1748426433712537964#m,Javier Milei,2024-01-19,False,tremendo hilo...!!!,370,1002,5584,23, 7:25 PM UTC,JMilei,Javier Milei
3106,https://twitter.com/JMilei/status/1748369123229237382#m,Javier Milei,2024-01-19,False,el remate no le caera para nada bien a la progresia empobrecedora argenta...,619,2522,12007,91, 3:37 PM UTC,JMilei,Javier Milei
3107,https://twitter.com/JMilei/status/1748360012441743409#m,Javier Milei,2024-01-19,False,".@odonnellmaria el presente video de mi llegada a ezeiza y saliendo en una camioneta deja en evidencia que has mentido con el objetivo de ensuciar. ""periodistas"" mintiendo... un clasico de la progresia argenta...",2973,11019,55316,499, 3:01 PM UTC,JMilei,Javier Milei
3108,https://twitter.com/JMilei/status/1748347585851535511#m,Javier Milei,2024-01-19,False,ya paso los 43 millones para ese posteo y en el que sugiere la version con traduccion de ia esta pisando los 27 millones... entre las dos cuentas suman unas 70 millones de reproducciones... viva la libertad carajo,3966,9194,50906,1252, 2:12 PM UTC,JMilei,Javier Milei
3109,https://twitter.com/JMilei/status/1748319446513446913#m,Javier Milei,2024-01-19,False,argentinian prez javier milei scolds davos elites with common sense https://nypost.com/2024/01/18/opinion/argentinian-prez-javier-milei-scolds-davos-elites-with-common-sense/?utm_source=twitter&utm_medium=social&utm_campaign=nypost_sitebuttons via @nypost,348,1158,7308,32, 12:20 PM UTC,JMilei,Javier Milei
3110,https://twitter.com/JMilei/status/1748316382469435504#m,Javier Milei,2024-01-19,False,"at davos, @jmilei warns the elites what can happen if the west stays on today's socialist ""path of servitude."" https://www.wsj.com/articles/argentinas-milei-gives-the-davos-crowd-a-spine-transplant-danger-of-socialism-5ade4362 via @wsjopinion",63,183,1013,8, 12:08 PM UTC,JMilei,Javier Milei
3111,https://twitter.com/JMilei/status/1748313587255222689#m,Javier Milei,2024-01-19,False,lloren los que no la ven... desde elon musk al numero dos del jpmorgan: reacciones al discurso de milei en davos https://www.bloomberglinea.com/latinoamerica/argentina/desde-elon-musk-al-numero-dos-del-jpmorgan-reacciones-al-discurso-de-milei-en-davos/?utm_source=twitter&utm_medium=organic&utm_campaign=post&utm_id=cta,2910,5268,28050,343, 11:56 AM UTC,JMilei,Javier Milei
3112,https://twitter.com/JMilei/status/1748311684383482062#m,Javier Milei,2024-01-19,False,viva la libertad carajo,866,2469,17945,248, 11:49 AM UTC,JMilei,Javier Milei
3113,https://twitter.com/JMilei/status/1748048707625386401#m,Javier Milei,2024-01-18,False,"che...!!! pero me contaron que la mentirosa de luisa corradini que trabaja para los operadores de la nacion dijo que en mi exposicion la sala estaba vacia... parece que tienen una obsesion para mentir, calumniar, difamar y decir todo tipo de barbaridad si se trata de mi.",5226,12894,73618,725, 6:24 PM UTC,JMilei,Javier Milei
3114,https://twitter.com/JMilei/status/1748047057024176373#m,Javier Milei,2024-01-18,False,"a los que no la ven, sugiero que no se les ocurra mirar el cuadro adjunto con el ranking de reproducciones de los discursos en el wef... viva la libertad carajo",4618,6558,34766,1617, 6:17 PM UTC,JMilei,Javier Milei
3115,https://twitter.com/JMilei/status/1748038989414613245#m,Javier Milei,2024-01-18,False,para que sigan llorando y destilando veneno los que no la ven...,1133,2753,15335,122, 5:45 PM UTC,JMilei,Javier Milei
3116,https://twitter.com/JMilei/status/1748037544002957571#m,Javier Milei,2024-01-18,False,tsunami de chanes...!!!,987,2346,25664,265, 5:40 PM UTC,JMilei,Javier Milei
3117,https://twitter.com/JMilei/status/1747974113816178882#m,Javier Milei,2024-01-18,False,viva la libertad carajo...!!! pd: mientras tanto que sigan llorando por todos lados los que no la ven...,2819,8585,50584,565, 1:27 PM UTC,JMilei,Javier Milei
3118,https://twitter.com/JMilei/status/1747970073510232128#m,Javier Milei,2024-01-18,False,la trascrizione del discorso integrale di javier milei a davos https://www.miglioverde.eu/la-trascrizione-del-discorso-integrale-di-javier-milei-a-davos/ via @miglioverde,275,758,4086,27, 1:11 PM UTC,JMilei,Javier Milei
3119,https://twitter.com/JMilei/status/1747901513920331912#m,Javier Milei,2024-01-18,False,.@elonmusk thank you very much...!!!,1820,16855,131544,383, 8:39 AM UTC,JMilei,Javier Milei
3120,https://twitter.com/JMilei/status/1747832449466323080#m,Javier Milei,2024-01-18,False,https://www.forbes.com.mx/con-autenticidad-y-contundencia-milei-brilla-con-su-discurso-en-davos/,628,2013,13071,85, 4:05 AM UTC,JMilei,Javier Milei
3121,https://twitter.com/JMilei/status/1747763839137960354#m,Javier Milei,2024-01-17,False,muchas gracias philipp...!!!,9,7,150,0, 11:32 PM UTC,JMilei,Javier Milei
3122,https://twitter.com/JMilei/status/1747750048266383723#m,Javier Milei,2024-01-17,False,esto dice en fmi sobre las politicas de javier milei https://cnnespanol.cnn.com/video/fmi-kristalina-georgieva-argentina-milei-sot/ via @cnnargentina,347,812,4343,25, 10:37 PM UTC,JMilei,Javier Milei
3123,https://twitter.com/JMilei/status/1747744958847590896#m,Javier Milei,2024-01-17,False,". @pgerchunoff muchas gracias...!!! si mi feroz lucha por la libertad es desmesurada, lo que para un tibio es un horror, para mi es un elogio...!!! viva la libertad carajo",853,2376,17120,98, 10:17 PM UTC,JMilei,Javier Milei
3125,https://twitter.com/JMilei/status/1747700103589077387#m,Javier Milei,2024-01-17,False,muchas gracias gran profesor,720,2513,17063,63, 7:19 PM UTC,JMilei,Javier Milei
3126,https://twitter.com/JMilei/status/1747684739522191545#m,Javier Milei,2024-01-17,False,viva la libertad carajo,2067,4302,32074,300, 6:18 PM UTC,JMilei,Javier Milei
3127,https://twitter.com/JMilei/status/1747677412752589114#m,Javier Milei,2024-01-17,False,viva la libertad carajo,2681,5923,36610,348, 5:49 PM UTC,JMilei,Javier Milei
3128,https://twitter.com/JMilei/status/1747677325863289010#m,Javier Milei,2024-01-17,False,viva la libertad carajo https://www.instagram.com/p/c2ndovds6bv/?igsh=zmzzmzq0czbrbnh1,39,96,761,4, 5:48 PM UTC,JMilei,Javier Milei
3129,https://twitter.com/JMilei/status/1747406573004099769#m,Javier Milei,2024-01-16,False,"pensar que en la campana me trataron de loco por postular un esquema en el que hubiera una libre competencia de monedas y ahora la impulsan...!!! bienvenidas las monedas provinciales a la competencia, las cuales, les quiero senalar, a diferencia de lo que paso en el pasado, de ningun modo van a ser rescatadas por el gobierno nacional. al mismo tiempo, la cotizacion que las mismas tengan respecto a la paridad dara una evaluacion de mercado de la calidad del gobierno que la emite...!!! por lo tanto: viva la competencia viva la libertad carajo pd: no dejar de lado que la nacion ha tenido que enfrentar la correccion de un deficit de 15% del pib, mientras que todas las provincias juntas suman 1% del pib. con semejante ventaja, salvo que sean muy malos, tendrian que cotizar sobre la par lejos...",2597,6672,39015,714, 11:52 PM UTC,JMilei,Javier Milei
3130,https://twitter.com/JMilei/status/1747377489729438083#m,Javier Milei,2024-01-16,False,"kristalina georgieva elogio el rumbo economico de milei y dijo que hay avances en todos los frentes: ""hasta ahora todo va bien"" - infobae https://www.infobae.com/economia/2024/01/16/kristalina-georgieva-elogio-el-rumbo-economico-de-milei-y-dijo-que-hay-avances-en-todos-los-frentes-hasta-ahora-todo-va-bien/",656,1320,7643,82, 9:57 PM UTC,JMilei,Javier Milei
3131,https://twitter.com/JMilei/status/1747373982146338855#m,Javier Milei,2024-01-16,False,el que las hace las paga.,2975,7533,71536,554, 9:43 PM UTC,JMilei,Javier Milei
3132,https://twitter.com/JMilei/status/1747348442668470332#m,Javier Milei,2024-01-16,False,la gente la esta viendo...!!! parece que los que no la ven es porque estan agarrados de varios curros... me imagino que no hace falta que les haga una listita...,1854,2821,15357,274, 8:01 PM UTC,JMilei,Javier Milei
3133,https://twitter.com/JMilei/status/1747259795214856384#m,Javier Milei,2024-01-16,False,viva la libertad carajo,1099,1867,10927,103, 2:09 PM UTC,JMilei,Javier Milei
3134,https://twitter.com/JMilei/status/1747217167634812985#m,Javier Milei,2024-01-16,False,ya esta detenido...,329,424,15273,40, 11:20 AM UTC,JMilei,Javier Milei
3135,https://twitter.com/JMilei/status/1747210174123684103#m,Javier Milei,2024-01-16,False,"de hecho, el modo de viajar que se ha elegido nos ha permitido ahorrar unos usd 392.000... este dinero surge del esfuerzo de los argentinos y es nuestro deber moral cuidar el mango hasta en los detalles mas pequenos... si cuidamos las monedas los pesos se cuidan solos... vllc !",3335,12102,73661,828, 10:52 AM UTC,JMilei,Javier Milei
3136,https://twitter.com/JMilei/status/1747200318788510039#m,Javier Milei,2024-01-16,False,no esperaba semejante elogio...!!! el socialista empobrecedor de maduro diciendo que soy un error historico en america latina confirma que vamos por el buen camino...!!! viva la libertad carajo,7626,31307,181986,1227, 10:13 AM UTC,JMilei,Javier Milei
3137,https://twitter.com/JMilei/status/1746977410434646260#m,Javier Milei,2024-01-15,False,"es que en rigor a la verdad, lo dicho en la cuenta fake es una tonteria que bien podria haber dicho el verdadero sin duda...",6221,4317,50276,3528, 7:27 PM UTC,JMilei,Javier Milei
3138,https://twitter.com/JMilei/status/1746951777012830651#m,Javier Milei,2024-01-15,False,.@kicillofok se lo remito para que este al tanto gobernador.,3938,2792,22897,1771, 5:45 PM UTC,JMilei,Javier Milei
3139,https://twitter.com/JMilei/status/1746950303490908326#m,Javier Milei,2024-01-15,False,muchas gracias @patobullrich por su enorme trabajo. y que quede claro: el que las hace las paga.,1760,5997,41064,421, 5:39 PM UTC,JMilei,Javier Milei
3140,https://twitter.com/JMilei/status/1746949563875758515#m,Javier Milei,2024-01-15,False,"estimado gobernador kicillof, crei que no era necesario recordarle que usted fue parte de la cartera de economia de un gobierno que inicio el ciclo de estancamiento del pib y caida en terminos per-capita pese a contar con terminos de intercambio fabulosos. a su vez, tampoco debemos olvidar su pesima gestion en el acuerdo con el club de paris y la coronacion de su mala praxis en materia financiera con su catastrofico accionar en el caso de ypf. tampoco, los argentinos de bien nos vamos a olvidar de su accionar liberticida durante la pandemia. por ende, sus diversos titulos no han ayudado a que los argentinos puedan vivir mejor, sino todo lo contrario. es mas, me parece que exagero en el carino a la parte mala de la biblioteca, esa que no es parte de la solucion sino del problema. saludos, jm viva la libertad carajo",6462,5438,38894,6211, 5:36 PM UTC,JMilei,Javier Milei
3141,https://twitter.com/JMilei/status/1746662708005437486#m,Javier Milei,2024-01-14,False,"si entendieran este fragmento sabrian que estamos implementando una sustitucion de impuestos (baja la farsa del senoreaje en 5% del pib a cambio de una suba de un 2% explicito) cuyo saldo neto implica una baja neta de los impuestos. a su vez, el ajuste sobre el estado es 3% pib.",1608,4162,20236,161, 10:36 PM UTC,JMilei,Javier Milei
3142,https://twitter.com/JMilei/status/1746532904392421574#m,Javier Milei,2024-01-14,False,#100dias hoy se cumplen 100 dias del brutal ataque terrorista de hamas. condenamos todo acto de terrorismo. expresamos nuestro solidaridad con el pueblo de israel. y avalamos el derecho a la legitima defensa de israel.,2201,5247,22785,366, 2:01 PM UTC,JMilei,Javier Milei
3143,https://twitter.com/JMilei/status/1746254489433121017#m,Javier Milei,2024-01-13,False,"special address by javier milei, president of argentina https://es.weforum.org/events/world-economic-forum-annual-meeting-2024//sessions/special-address-by-javier-milei-president-of-argentina #wef24 via @social_handles.twitter",350,481,2801,41, 7:34 PM UTC,JMilei,Javier Milei
3144,https://twitter.com/JMilei/status/1746213949970722828#m,Javier Milei,2024-01-13,False,"dice hoy alejandro poli gonzalvo en una nota escrita para el diario la nacion: ""como en la epoca de alberdi, estamos viviendo tiempos excepcionales. y entonces cabe preguntarse ?cual es la mision de la politica en tiempos excepcionales? para regresar a las ideas que hicieron grande al pais, la argentina requiere de una autentica revolucion en democracia. en democracia, si; pero una revolucion. la filosofia politica de alberdi impulso combatir la prolongada decadencia del pais mediante el respeto a la realidad argentina, pero apostando muy fuerte para transformarla de raiz. y para ese fin empoderaba al poder ejecutivo. la realidad actual es que venimos de decadas de pobreza creciente, en la que intereses particulares luchan por conservar sus privilegios. al mismo tiempo, la sociedad argentina voto por un cambio radical del sistema socioeconomico que engendro esa pobreza y esos privilegios. el presidencialismo que alumbro alberdi hoy esta representado por un poder ejecutivo decidido a liderar un cambio largamente demorado. en consecuencia, los legisladores que deberan deliberar en el congreso no pueden hacerse los distraidos e ignorar el mandato claro y expreso de los ciudadanos, de quienes son sus representantes"". impecable",1583,3171,16405,156, 4:53 PM UTC,JMilei,Javier Milei
3145,https://twitter.com/JMilei/status/1746167276351500674#m,Javier Milei,2024-01-13,False,hilo imperdible...!!! cc: .@fraoneto,482,1607,8083,35, 1:48 PM UTC,JMilei,Javier Milei
3146,https://twitter.com/JMilei/status/1746160679378194770#m,Javier Milei,2024-01-13,False,solo fue para dejar en evidencia a una mentirosa serial que se disfraza de periodista sin que su objetivo sea el de informar...,590,388,10016,135, 1:22 PM UTC,JMilei,Javier Milei
3147,https://twitter.com/JMilei/status/1746156585770979801#m,Javier Milei,2024-01-13,False,afortunadamente estamos avanzando en la construccion de los caniles... ya pronto mis hijitos vendran a vivir a la quinta de olivos conmigo... viva la libertad carajo,7338,3079,48599,5284, 1:05 PM UTC,JMilei,Javier Milei
3148,https://twitter.com/JMilei/status/1745922618132152767#m,Javier Milei,2024-01-12,False,aqui los que la estan viendo...!!!,1172,2434,16858,82, 9:36 PM UTC,JMilei,Javier Milei
3149,https://twitter.com/JMilei/status/1745922018770391486#m,Javier Milei,2024-01-12,False,excelente,508,1252,9300,21, 9:33 PM UTC,JMilei,Javier Milei
3150,https://twitter.com/JMilei/status/1745612018231513363#m,Javier Milei,2024-01-12,False,viva la libertad carajo,3596,6197,48791,759, 1:01 AM UTC,JMilei,Javier Milei
3151,https://twitter.com/JMilei/status/1745515397497966873#m,Javier Milei,2024-01-11,False,"aca tienen a los enemigos de la reforma. los que quieren voltear la ley para que nada cambie. para mantener sus privilegios. fijense quien esta a favor del cambio y quien esta en contra. los que estan a favor defienden a los argentinos de bien. los que estan en contra defienden sus privilegios. los argentinos elegimos un cambio. no van a poder con nosotros. vllc pablo moyano: ""el objetivo es voltear el dnu y la ley omnibus y hacer una gran movilizacion el 24"" https://www.clarin.com/politica/pablo-moyano-objetivo-voltear-dnu-ley-omnibus-hacer-gran-movilizacion-24_0_gvlpf6hbyf.html",7780,11442,58962,639, 6:37 PM UTC,JMilei,Javier Milei
3152,https://twitter.com/JMilei/status/1745182751387430976#m,Javier Milei,2024-01-10,False,il sogno libertario di milei (spiegato dai suoi economisti) https://www.nicolaporro.it/il-sogno-libertario-di-milei-spiegato-dai-suoi-economisti/amp/,700,961,7746,41, 8:36 PM UTC,JMilei,Javier Milei
3153,https://twitter.com/JMilei/status/1745052411104796722#m,Javier Milei,2024-01-10,False,muchas gracias @jhs_oficial por este libro y por tamana dedicatoria...!!! viva la libertad carajo,1246,3534,26820,121, 11:58 AM UTC,JMilei,Javier Milei
3154,https://twitter.com/JMilei/status/1745051269574558138#m,Javier Milei,2024-01-10,False,viva la libertad carajo...!!! https://www.instagram.com/p/c16zh33adwa/?igsh=mwxwaxpxnw9vdgi3za==,71,101,925,1, 11:53 AM UTC,JMilei,Javier Milei
3155,https://twitter.com/JMilei/status/1744728910301188145#m,Javier Milei,2024-01-09,False,"aqui la mentirosa de ""la periodista"" se aferra a su mentira, muestra el celular como si eso fuera prueba de algo y en simultaneo, sabiendolo o no, pone en riesgo el trabajo del unico vocero presidencial @madorni . asi de ""serios"" son algunos de estos mentirosos seriales...",4411,4403,27803,572, 2:32 PM UTC,JMilei,Javier Milei
3156,https://twitter.com/JMilei/status/1744531033666502851#m,Javier Milei,2024-01-09,False,falso. es escandalosa la impunidad con la que inventan y operan mentiras algunos periodistas (en especial la que emite la noticia quien hace este tipo de cosas regularmente). ninguno de mis perros esta en olivos. la informacion oficial se transmite a traves de @oprargentina y @voceria_ar seria bueno que el periodismo le dedique un poco mas de tiempo a los graves problemas del pais y a la necesidad de aprobar las reformas para evitar la crisis que heredamos y menos tiempo a cuestiones de indole privada.,2789,5371,28619,542, 1:26 AM UTC,JMilei,Javier Milei
3157,https://twitter.com/JMilei/status/1744500800448012416#m,Javier Milei,2024-01-08,False,.@dreidel1 bienvenido a las fuerzas del cielo...!!! viva la libertad carajo,720,691,7367,41, 11:26 PM UTC,JMilei,Javier Milei
3158,https://twitter.com/JMilei/status/1744320625022304279#m,Javier Milei,2024-01-08,False,viva la libertad carajo,882,384,4729,872, 11:30 AM UTC,JMilei,Javier Milei
